case,mode_set,z_type,w_type,residual_before,residual_after,improvement,fe_fraction_after,aux_fraction_after,petrov_condition,regularization,omega,notes
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_aux_residual,0.021465559540488233,0.04000994662806501,0.5365055779762326,0.8542136633244904,0.5199221262744609,1.0442365479630655,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_aux_residual,0.021465559540488233,0.02420013045531717,0.8870018110076714,0.47992801669068996,0.8773078700178982,1.0442365479630655,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate test basis
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ,0.021465559540488233,0.02146474918134554,1.0000377530217495,0.044841569686793335,0.9989941109075792,1.0029611723040897,0.0,1.0,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ,0.021465559540488233,0.021465146261148045,1.000019253506832,0.04359319608490444,0.9990493647738852,1.0029611723040897,0.0,0.3,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ,0.021465559540488233,0.021465405574605217,1.0000071727451167,0.04338646920283701,0.9990583638056946,1.0029611723040897,0.0,0.1,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ,0.021465559540488233,0.021465511649113478,1.0000022310847063,0.04333031676618408,0.9990608007768808,1.0029611723040897,0.0,0.03,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ,0.021465559540488233,0.02146554341463963,1.0000007512434366,0.04331582531563179,0.9990614291810217,1.0029611723040897,0.0,0.01,direct dense coarse solve; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ_normalized,0.021465559540488233,0.02146474918134554,1.0000377530217495,0.044841569686793356,0.9989941109075792,1.001479491704201,0.0,1.0,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ_normalized,0.021465559540488233,0.021465146261148045,1.000019253506832,0.043593196084904445,0.9990493647738852,1.001479491704201,0.0,0.3,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ_normalized,0.021465559540488233,0.021465405574605217,1.0000071727451167,0.04338646920283701,0.9990583638056946,1.001479491704201,0.0,0.1,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ_normalized,0.021465559540488233,0.021465511649113478,1.0000022310847063,0.04333031676618408,0.9990608007768808,1.001479491704201,0.0,0.03,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_AZ_normalized,0.021465559540488233,0.02146554341463963,1.0000007512434366,0.04331582531563179,0.9990614291810217,1.001479491704201,0.0,0.01,direct dense coarse solve; unit-column-normalized; least-squares Petrov path W=AZ
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_residual_projected,0.021465559540488233,1.1295370970741423,0.019003855292659983,0.9999999999986837,1.625256276363392e-06,1.0442365479630633,0.0,1.0,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_residual_projected,0.021465559540488233,0.3393960405573096,0.06324634637823245,0.9990213347116519,0.044230903121603986,1.0442365479630633,0.0,0.3,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_residual_projected,0.021465559540488233,0.11484986556334052,0.1869010419402696,0.9857779425045927,0.1680531108650302,1.0442365479630633,0.0,0.1,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_residual_projected,0.021465559540488233,0.04000994662806501,0.5365055779762326,0.8542136633244906,0.5199221262744609,1.0442365479630633,0.0,0.03,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_residual_projected,0.021465559540488233,0.02420013045531717,0.8870018110076714,0.4799280166906901,0.8773078700178982,1.0442365479630633,0.0,0.01,direct dense coarse solve; selected auxiliary coordinate basis phased by current residual
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag,0.021465559540488233,0.06448696180745295,0.33286665922610414,0.9471090484743312,0.3209119042635371,1.0212389334876364,0.0,1.0,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag,0.021465559540488233,0.02808552029285188,0.7642927500243422,0.6552420627130268,0.7554189825862062,1.0212389334876364,0.0,0.3,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag,0.021465559540488233,0.022264355678821943,0.9641221982860464,0.28078087528157464,0.9597719000242261,1.0212389334876364,0.0,0.1,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag,0.021465559540488233,0.02152757535477067,0.9971192383136313,0.0987439646904211,0.9951128727120442,1.0212389334876364,0.0,0.03,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag,0.021465559540488233,0.021468928478250344,0.9998430784393584,0.05388985456199553,0.9985468860175206,1.0212389334876364,0.0,0.01,direct dense coarse solve; left lift p=-diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.06882225717716607,0.31189851104752925,0.9464327715838162,0.32290092733248293,1.0164797869278226,0.0,1.0,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.029166603122858202,0.735963644791581,0.6691642309254849,0.7431145484041513,1.0164797869278226,0.0,0.3,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.022488113150250236,0.9545291504480613,0.29007490867328395,0.9570039432302176,1.0164797869278226,0.0,0.1,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.02157141044975012,0.9950930000841409,0.09774745681381167,0.9952112512860934,1.0164797869278226,0.0,0.03,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_diag_sign_flip,0.021465559540488233,0.021481118734451774,0.9992756804635791,0.05116924992833433,0.9986899958754827,1.0164797869278226,0.0,0.01,direct dense coarse solve; left lift p=+diag(A_FE)^-*D_j^H plus selected aux coordinate
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe,0.021465559540488233,0.6787764241436534,0.03162390262385623,0.9998736302112994,0.015897283040821608,1.0444209178263197,0.0,1.0,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe,0.021465559540488233,0.20454468428575973,0.10494313071709901,0.9961444218982413,0.08772850574939955,1.0444209178263197,0.0,0.3,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe,0.021465559540488233,0.07101642853076501,0.30226188481428834,0.9584269083646323,0.2853381525884948,1.0444209178263197,0.0,0.1,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe,0.021465559540488233,0.02947009830151779,0.7283843888427987,0.6984829448906515,0.7156267013582459,1.0444209178263197,0.0,0.03,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe,0.021465559540488233,0.022462758042949175,0.9556065866642787,0.31399574742214903,0.9494243890909936,1.0444209178263197,0.0,0.01,direct dense coarse solve; left lift p=-P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,1.4213518680213901,0.015102213620311783,0.9998735520973556,0.015902195326974497,1.0407217983854418,0.0,1.0,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.42692961698290244,0.0502789187880303,0.9991155019957044,0.04205013284011747,1.0407217983854418,0.0,0.3,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.1437724899479066,0.1493022729749335,0.990290030525114,0.13901674518765433,1.0407217983854418,0.0,0.1,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.047774868088566506,0.4493065161518547,0.8983961521749613,0.4391860127067165,1.0407217983854418,0.0,0.03,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
task014a_default100_stage4_block_grating_p1_h5,top_bottom_y,pfe_lift,W_adjoint_pfe_sign_flip,0.021465559540488233,0.025769426304102082,0.8329855421372442,0.5634927486231008,0.8261210094466689,1.0407217983854418,0.0,0.01,direct dense coarse solve; left lift p=+P_FE^-*D_j^H approximated by same-H1 AMS
