auxiliary_index,side,direction,medium,m,n,order_m,order_n,polarization,alpha,gamma,beta,kz,vertical_sign,propagating,rayleigh_warning,refractive_index,auxiliary_amplitude_total_projection,incident_projection,outgoing_amplitude,boundary_phase,outgoing_amplitude_at_boundary,modal_power_code_units,power_ratio,power_source,R,T
10,top,outgoing_up,air,-6,-4,-6,-4,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.5739402253335112e-07+5.3056100530219748e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.5739402253335112e-07+5.3056100530219748e-07j,-9.8806591798130583e-01-1.5403162572588566e-01j,2.3723884355264364e-07-4.9998558957865141e-07j,3.502049423483604e-10,7.004098846967209e-14,dtn_port_modal_amplitudes,7.004098846967209e-14,0.0
11,top,outgoing_up,air,-6,-4,-6,-4,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-8.8252850203957806e-08-1.0556706825580174e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-8.8252850203957806e-08-1.0556706825580174e-07j,-9.8806591798130583e-01-1.5403162572588566e-01j,7.0938966304683555e-08+1.1790095219662261e-07j,2.1649089168296415e-11,4.329817833659284e-15,dtn_port_modal_amplitudes,4.329817833659284e-15,0.0
12,top,outgoing_up,air,-6,-3,-6,-3,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.8276692493157827e-07+6.9285890658402721e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.8276692493157827e-07+6.9285890658402721e-08j,4.6762360926488400e-01-8.8392768938306432e-01j,-7.0984772780707584e-08+2.8234523284953879e-07j,1.7973572565724812e-10,3.594714513144963e-14,dtn_port_modal_amplitudes,3.594714513144963e-14,0.0
13,top,outgoing_up,air,-6,-3,-6,-3,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.3705931408618241e-07-3.8265021028336555e-09j,0.0000000000000000e+00+0.0000000000000000e+00j,1.3705931408618241e-07-3.8265021028336555e-09j,4.6762360926488400e-01-8.8392768938306432e-01j,6.0709819974172789e-08-1.2293988553281363e-07j,3.9866755602267194e-11,7.97335112045344e-15,dtn_port_modal_amplitudes,7.97335112045344e-15,0.0
14,top,outgoing_up,air,-6,-2,-6,-2,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,8.0235485584824650e-08+6.9421974442975014e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,8.0235485584824650e-08+6.9421974442975014e-08j,-9.8288345363961915e-01+1.8422843581123563e-01j,-9.1651632938621185e-08-5.3452051993145470e-08j,2.9301028110947503e-11,5.8602056221895014e-15,dtn_port_modal_amplitudes,5.8602056221895014e-15,0.0
15,top,outgoing_up,air,-6,-2,-6,-2,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.5608520367390618e-08+2.3199314699796657e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.5608520367390618e-08+2.3199314699796657e-08j,-9.8288345363961915e-01+1.8422843581123563e-01j,1.1067382945869083e-08-2.5677755846820707e-08j,2.035022728562517e-12,4.070045457125035e-16,dtn_port_modal_amplitudes,4.070045457125035e-16,0.0
16,top,outgoing_up,air,-6,-1,-6,-1,s,-3.7699111843077515e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.7856752123931972e-07-9.3797125539024325e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,5.7856752123931972e-07-9.3797125539024325e-08j,3.3595476450248773e-01-9.4187812173766838e-01j,1.0602705491965519e-07-5.7645168142478222e-07j,9.802511238311102e-10,1.9605022476622208e-13,dtn_port_modal_amplitudes,1.9605022476622208e-13,0.0
17,top,outgoing_up,air,-6,-1,-6,-1,p,-3.7699111843077515e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-6.8869634776734602e-08-1.9298797802752812e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.8869634776734602e-08-1.9298797802752812e-08j,3.3595476450248773e-01-9.4187812173766838e-01j,-4.1314197359042068e-08+5.8383279177265044e-08j,1.4596467798663396e-11,2.9192935597326798e-15,dtn_port_modal_amplitudes,2.9192935597326798e-15,0.0
18,top,outgoing_up,air,-6,0,-6,0,s,-3.7699111843077515e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.0793374956564877e-06+2.0583424210740033e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.0793374956564877e-06+2.0583424210740033e-07j,8.4275038625271326e-01-5.3830454806819406e-01j,-7.9881058268695784e-07+7.5447916985246811e-07j,3.540092921835945e-09,7.080185843671891e-13,dtn_port_modal_amplitudes,7.080185843671891e-13,0.0
19,top,outgoing_up,air,-6,0,-6,0,p,-3.7699111843077515e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,2.7293685803247492e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.7682162498562213e-16-3.2667753783798215e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.7682162498562213e-16-3.2667753783798215e-15j,8.4275038625271326e-01-5.3830454806819406e-01j,-1.6095035509445879e-15-2.8482600968570171e-15j,3.1383050697452494e-26,6.2766101394905e-30,dtn_port_modal_amplitudes,6.2766101394905e-30,0.0
20,top,outgoing_up,air,-6,1,-6,1,s,-3.7699111843077515e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.7856753138687575e-07-9.3797150928499164e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,5.7856753138687575e-07-9.3797150928499164e-08j,3.3595476450248773e-01-9.4187812173766838e-01j,1.0602703441498413e-07-5.7645169951225834e-07j,9.802511709264661e-10,1.9605023418529326e-13,dtn_port_modal_amplitudes,1.9605023418529326e-13,0.0
21,top,outgoing_up,air,-6,1,-6,1,p,-3.7699111843077515e-01+0.0000000000000000e+00j,6.2831853071795868e-02+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,2.6560626256209324e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.8869628250401860e-08+1.9298806791108504e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,6.8869628250401860e-08+1.9298806791108504e-08j,3.3595476450248773e-01-9.4187812173766838e-01j,4.1314203632425070e-08-5.8383270010574095e-08j,1.4596466223578886e-11,2.9192932447157777e-15,dtn_port_modal_amplitudes,2.9192932447157777e-15,0.0
22,top,outgoing_up,air,-6,2,-6,2,s,-3.7699111843077515e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,8.0235490831939185e-08+6.9421977612129145e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,8.0235490831939185e-08+6.9421977612129145e-08j,-9.8288345363961915e-01+1.8422843581123563e-01j,-9.1651638679771551e-08-5.3452054141386917e-08j,2.930103144791505e-11,5.860206289583011e-15,dtn_port_modal_amplitudes,5.860206289583011e-15,0.0
23,top,outgoing_up,air,-6,2,-6,2,p,-3.7699111843077515e-01+0.0000000000000000e+00j,1.2566370614359174e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,2.4228735301475479e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.5608512360602950e-08-2.3199308211997749e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,1.5608512360602950e-08-2.3199308211997749e-08j,-9.8288345363961915e-01+1.8422843581123563e-01j,-1.1067376271367014e-08+2.5677747994992545e-08j,2.035021294444025e-12,4.0700425888880504e-16,dtn_port_modal_amplitudes,4.0700425888880504e-16,0.0
24,top,outgoing_up,air,-6,3,-6,3,s,-3.7699111843077515e-01+0.0000000000000000e+00j,1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.8276691059318246e-07+6.9285893190057913e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.8276691059318246e-07+6.9285893190057913e-08j,4.6762360926488400e-01-8.8392768938306432e-01j,-7.0984763837935070e-08+2.8234522135929545e-07j,1.797357092056923e-10,3.594714184113847e-14,dtn_port_modal_amplitudes,3.594714184113847e-14,0.0
25,top,outgoing_up,air,-6,3,-6,3,p,-3.7699111843077515e-01+0.0000000000000000e+00j,1.8849555921538758e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1.9739288900240984e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.3705932586002844e-07+3.8265034703981298e-09j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.3705932586002844e-07+3.8265034703981298e-09j,4.6762360926488400e-01-8.8392768938306432e-01j,-6.0709824271073058e-08+1.2293989657954760e-07j,3.986676246849787e-11,7.973352493699575e-15,dtn_port_modal_amplitudes,7.973352493699575e-15,0.0
26,top,outgoing_up,air,-6,4,-6,4,s,-3.7699111843077515e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.5739397817418371e-07+5.3056097395316749e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.5739397817418371e-07+5.3056097395316749e-07j,-9.8806591798130583e-01-1.5403162572588566e-01j,2.3723879489412014e-07-4.9998556543645810e-07j,3.5020488834404326e-10,7.004097766880866e-14,dtn_port_modal_amplitudes,7.004097766880866e-14,0.0
27,top,outgoing_up,air,-6,4,-6,4,p,-3.7699111843077515e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1.0643805853954440e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,8.8252830680389573e-08+1.0556707019798619e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,8.8252830680389573e-08+1.0556707019798619e-07j,-9.8806591798130583e-01-1.5403162572588566e-01j,-7.0938946714953366e-08-1.1790095110838190e-07j,2.164908569679946e-11,4.3298171393598926e-15,dtn_port_modal_amplitudes,4.3298171393598926e-15,0.0
28,top,outgoing_up,air,-5,-5,-5,-5,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-3.1415926535897931e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.4511647998149117e-05-7.1896687649435622e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.4511647998149117e-05-7.1896687649435622e-06j,9.9616805777848139e-01-8.7459708791238364e-02j,-2.5046527115753434e-05-5.0183367737329793e-06j,9.719475684302558e-07,1.943895136860512e-10,dtn_port_modal_amplitudes,1.943895136860512e-10,0.0
29,top,outgoing_up,air,-5,-5,-5,-5,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-3.1415926535897931e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1.3865332245041576e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.8334913821723765e-06+1.7248726797733183e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,6.8334913821723765e-06+1.7248726797733183e-06j,9.9616805777848139e-01-8.7459708791238364e-02j,6.9581627002995841e-06+1.1206079010127179e-06j,7.398846170223688e-08,1.479769234044738e-11,dtn_port_modal_amplitudes,1.479769234044738e-11,0.0
30,top,outgoing_up,air,-5,-4,-5,-4,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.2710380187258250e-07+1.5424185719072191e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.2710380187258250e-07+1.5424185719072191e-07j,-5.9680789419788283e-01+8.0238415825780651e-01j,-4.7904670409977339e-08-1.9403883506406443e-07j,1.0041753757119753e-10,2.008350751423951e-14,dtn_port_modal_amplitudes,2.008350751423951e-14,0.0
31,top,outgoing_up,air,-5,-4,-5,-4,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,2.3399854629988762e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,8.5527585149077044e-08+2.3284771042093798e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,8.5527585149077044e-08+2.3284771042093798e-08j,-5.9680789419788283e-01+8.0238415825780651e-01j,-6.9726869401486974e-08+5.4729444245153221e-08j,1.975158803630291e-11,3.950317607260583e-15,dtn_port_modal_amplitudes,3.950317607260583e-15,0.0
32,top,outgoing_up,air,-5,-3,-5,-3,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,5.2625081892205233e-06-3.7761423956616553e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,5.2625081892205233e-06-3.7761423956616553e-07j,7.6446552462615380e-01+6.4466461176185208e-01j,4.2664406208675666e-06+3.1038797309411612e-06j,8.583762024407965e-08,1.7167524048815934e-11,dtn_port_modal_amplitudes,1.7167524048815934e-11,0.0
33,top,outgoing_up,air,-5,-3,-5,-3,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.8849555921538758e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,2.8703695231365395e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.9196698238578605e-06+1.7481025720558172e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.9196698238578605e-06+1.7481025720558172e-07j,7.6446552462615380e-01+6.4466461176185208e-01j,-1.5802153855979213e-06-1.1039067867235728e-06j,1.1457801356706012e-08,2.291560271341203e-12,dtn_port_modal_amplitudes,2.291560271341203e-12,0.0
34,top,outgoing_up,air,-5,-2,-5,-2,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.6753107875091657e-07-1.8388762916955380e-07j,0.0000000000000000e+00+0.0000000000000000e+00j,3.6753107875091657e-07-1.8388762916955380e-07j,-8.8346415308307846e-01-4.6849876223657078e-01j,-4.1085165987694220e-07-9.7297269115409719e-09j,5.798463501244445e-10,1.159692700248889e-13,dtn_port_modal_amplitudes,1.159692700248889e-13,0.0
35,top,outgoing_up,air,-5,-2,-5,-2,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-1.2566370614359174e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,3.1957694033783096e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-7.0743498760024367e-08+4.9432517144301994e-08j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.0743498760024367e-08+4.9432517144301994e-08j,-8.8346415308307846e-01-4.6849876223657078e-01j,8.5658418314502294e-08-1.0528615288299721e-08j,2.5571230275924913e-11,5.114246055184984e-15,dtn_port_modal_amplitudes,5.114246055184984e-15,0.0
36,top,outgoing_up,air,-5,-1,-5,-1,s,-3.1415926535897931e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.3166031443490563e-05-5.8064663041533683e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,1.3166031443490563e-05-5.8064663041533683e-05j,5.1307315355442551e-01-8.5834488354141014e-01j,-4.3084369163748022e-05-4.1092415502860239e-05j,1.2856495156379336e-05,2.5712990312758674e-09,dtn_port_modal_amplitudes,2.5712990312758674e-09,0.0
37,top,outgoing_up,air,-5,-1,-5,-1,p,-3.1415926535897931e-01+0.0000000000000000e+00j,-6.2831853071795868e-02+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,3.3759879454316299e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.9179796028832165e-06+8.4567237766640905e-06j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.9179796028832165e-06+8.4567237766640905e-06j,5.1307315355442551e-01-8.5834488354141014e-01j,6.2747217419182559e-06+5.9852059157033307e-06j,2.727173272043295e-07,5.454346544086591e-11,dtn_port_modal_amplitudes,5.454346544086591e-11,0.0
38,top,outgoing_up,air,-5,0,-5,0,s,-3.1415926535897931e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-7.2289430088833432e-06+9.9574021166113044e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.2289430088833432e-06+9.9574021166113044e-05j,8.7260299274433306e-01-4.8843015575784576e-01j,4.2326957363669800e-05+9.0419422628931285e-05j,3.677004406885939e-05,7.354008813771879e-09,dtn_port_modal_amplitudes,7.354008813771879e-09,0.0
39,top,outgoing_up,air,-5,0,-5,0,p,-3.1415926535897931e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,3.4339596363008190e-01+0.0000000000000000e+00j,1,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-8.5605095276425302e-15+1.6570925810603168e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-8.5605095276425302e-15+1.6570925810603168e-15j,8.7260299274433306e-01-4.8843015575784576e-01j,-6.6605522457647881e-15+5.6271949474406273e-15j,2.8047506116138214e-25,5.609501223227643e-29,dtn_port_modal_amplitudes,5.609501223227643e-29,0.0
