p,h_nm,mpi_ranks,solver_profile,side,order_m,order_n,polarization,power,amplitude_real,amplitude_imag,is_propagating
1,4.0,8,default,transmission,6,-2,p,1.238068120059306e-15,4.8789926096145054e-08,9.275128876815742e-09,True
1,4.0,8,default,transmission,6,-1,s,4.301269208398032e-11,2.3578032005972284e-06,8.504930912381604e-06,True
1,4.0,8,default,transmission,6,-1,p,3.686750510011321e-13,-2.4226398046563623e-07,-7.803549370039163e-07,True
1,4.0,8,default,transmission,6,0,s,1.28237236726927e-10,-5.363534310844837e-07,-1.5016168609987624e-05,True
1,4.0,8,default,transmission,6,0,p,3.0933194507569254e-29,-6.0323346301248955e-15,-4.251066116928245e-15,True
1,4.0,8,default,transmission,6,1,s,4.301269217954719e-11,2.3578032075951444e-06,8.504930920615988e-06,True
1,4.0,8,default,transmission,6,1,p,3.6867504926703575e-13,2.4226397355397036e-07,7.803549371375503e-07,True
1,4.0,8,default,transmission,6,2,s,5.837365280854985e-15,-2.321526181553429e-08,-1.0531038463959955e-07,True
1,4.0,8,default,transmission,6,2,p,1.2380685965646619e-15,-4.87899363183263e-08,-9.275126279389686e-09,True
1,4.0,8,default,transmission,6,3,s,7.199302880805404e-12,-4.7573653981031427e-07,-4.188560111790909e-06,True
1,4.0,8,default,transmission,6,3,p,2.0749911734622689e-13,-3.665067375588908e-08,-7.147279716069856e-07,True
1,4.0,8,default,transmission,6,4,s,9.938527890132932e-16,2.4675257460454753e-09,-6.906822683961275e-08,True
1,4.0,8,default,transmission,6,4,p,8.915332744106135e-16,-3.7168285980262456e-08,-5.388203972053318e-08,True
1,4.0,8,default,transmission,7,-2,s,1.448326777674754e-16,-7.58793654867746e-09,2.880908641064225e-08,True
1,4.0,8,default,transmission,7,-2,p,2.8071829572337083e-17,1.6322122823546982e-09,-1.301388252780843e-08,True
1,4.0,8,default,transmission,7,-1,s,1.3139402531580987e-10,1.550251471130567e-05,1.5236332253054599e-05,True
1,4.0,8,default,transmission,7,-1,p,2.0280232711947887e-13,-5.962096949008829e-07,-6.113768381363245e-07,True
1,4.0,8,default,transmission,7,0,s,4.762630370015135e-10,-3.0022779685327015e-05,-2.544480051072541e-05,True
1,4.0,8,default,transmission,7,0,p,1.814973631098125e-31,-7.671883852210169e-16,-4.062707421388924e-17,True
1,4.0,8,default,transmission,7,1,s,1.3139402530885543e-10,1.5502514709132742e-05,1.5236332254444843e-05,True
1,4.0,8,default,transmission,7,1,p,2.0280232505000624e-13,5.962096899124478e-07,6.113768369151336e-07,True
1,4.0,8,default,transmission,7,2,s,1.4483266340763022e-16,-7.587935277597349e-09,2.8809085218172325e-08,True
1,4.0,8,default,transmission,7,2,p,2.8071809313145546e-17,-1.6322120259105684e-09,1.3013877790099003e-08,True
1,3.0,8,default,reflection,-7,-2,s,1.1360511453171303e-15,7.747369882871288e-08,1.2334676907982489e-08,True
1,3.0,8,default,reflection,-7,-2,p,4.662698735847897e-17,-1.4502174190439642e-08,6.502218549611376e-09,True
1,3.0,8,default,reflection,-7,-1,s,1.2949749945910146e-09,-3.895203932173036e-05,-5.3194117460137576e-05,True
1,3.0,8,default,reflection,-7,-1,p,2.2825011342454666e-12,1.5964962749109013e-06,2.261178730838187e-06,True
1,3.0,8,default,reflection,-7,0,s,6.633949120368627e-09,0.00013215169035144547,5.3093074923205696e-05,True
1,3.0,8,default,reflection,-7,0,p,2.9058378113217023e-29,-4.768749237712737e-15,8.130403699147968e-15,True
1,3.0,8,default,reflection,-7,1,s,1.2949749944278246e-09,-3.895203932765471e-05,-5.319411745065047e-05,True
1,3.0,8,default,reflection,-7,1,p,2.2825011394838585e-12,-1.5964962719716758e-06,-2.261178736801618e-06,True
1,3.0,8,default,reflection,-7,2,s,1.1360518098550867e-15,7.74737227149965e-08,1.2334672808832106e-08,True
1,3.0,8,default,reflection,-7,2,p,4.662690667347665e-17,1.450215947598659e-08,-6.5022177567178944e-09,True
1,3.0,8,default,reflection,-6,-4,s,5.190122503321463e-16,4.7585127390734376e-08,2.2666637593496453e-09,True
1,3.0,8,default,reflection,-6,-4,p,1.85016586887781e-16,2.7424203416310192e-08,7.545469823231353e-09,True
1,3.0,8,default,reflection,-6,-3,s,2.1276285934762416e-13,7.072536445754732e-07,3.81230786799993e-08,True
1,3.0,8,default,reflection,-6,-3,p,1.6979214698449604e-14,-1.9991223797239357e-07,-8.330255814455977e-09,True
1,3.0,8,default,reflection,-6,-2,s,9.212217099782982e-15,-2.5627835788127426e-09,-1.3300229997666124e-07,True
1,3.0,8,default,reflection,-6,-2,p,2.751690215759157e-16,2.2401798089635395e-08,-5.171509906807247e-09,True
1,3.0,8,default,reflection,-6,-1,s,2.7652913793872894e-12,1.7192968860658963e-06,-1.3746384271277195e-06,True
1,3.0,8,default,reflection,-6,-1,p,2.9432417076831494e-14,-1.5565460504336972e-07,1.6536622564856002e-07,True
1,3.0,8,default,reflection,-6,0,s,8.5521926280666e-12,-2.6507281265816872e-06,2.749023035905591e-06,True
1,3.0,8,default,reflection,-6,0,p,1.9207675569916104e-29,-3.272529826331686e-15,-4.695117102764033e-15,True
1,3.0,8,default,reflection,-6,1,s,2.7652913430967377e-12,1.7192968768332736e-06,-1.3746384155448203e-06,True
1,3.0,8,default,reflection,-6,1,p,2.9432417573256114e-14,1.556546154062886e-07,-1.653662185244066e-07,True
1,3.0,8,default,reflection,-6,2,s,9.212213967681435e-15,-2.5627927970221784e-09,-1.3300227718062751e-07,True
1,3.0,8,default,reflection,-6,2,p,2.7516881391103014e-16,-2.2401788485938444e-08,5.171512939465594e-09,True
1,3.0,8,default,reflection,-6,3,s,2.1276286203216336e-13,7.072536494329404e-07,3.812307158186843e-08,True
1,3.0,8,default,reflection,-6,3,p,1.6979211021448387e-14,1.9991221669856166e-07,8.330245971557648e-09,True
1,3.0,8,default,reflection,-6,4,s,5.190124415523608e-16,4.758513610826592e-08,2.2666651926989314e-09,True
1,3.0,8,default,reflection,-6,4,p,1.850167165474967e-16,-2.7424212481065238e-08,-7.545474446858288e-09,True
1,3.0,8,default,reflection,-5,-5,s,1.9143928532107866e-11,-3.379936706293447e-06,7.268902231856352e-06,True
1,3.0,8,default,reflection,-5,-5,p,8.134209738589239e-13,-1.3961164560569382e-06,-8.83905940678533e-07,True
1,3.0,8,default,reflection,-5,-4,s,2.8787367099564684e-15,7.409412959775592e-08,-1.5357180126985837e-08,True
1,3.0,8,default,reflection,-5,-4,p,1.882186524131727e-14,2.913770595238377e-09,-1.934632809275325e-07,True
1,3.0,8,default,reflection,-5,-3,s,2.2645515426546213e-10,9.176160179082949e-06,-1.6822240999267718e-05,True
1,3.0,8,default,reflection,-5,-3,p,3.4544758158054096e-11,-3.4686958713517816e-06,6.631844158525462e-06,True
1,3.0,8,default,reflection,-5,-2,s,5.58744496947598e-14,-2.441630919145693e-07,-1.4750613022185436e-07,True
1,3.0,8,default,reflection,-5,-2,p,2.46241482642845e-15,5.6732736690756875e-08,1.917224360756505e-08,True
1,3.0,8,default,reflection,-5,-1,s,1.2541555380724403e-11,4.156873047635437e-06,1.0232763544913922e-07,True
1,3.0,8,default,reflection,-5,-1,p,2.3345113964639427e-13,-5.659602371046169e-07,-3.911384613794858e-08,True
1,3.0,8,default,reflection,-5,0,s,1.0852909037627286e-10,3.328265938663794e-06,1.1662648217985278e-05,True
1,3.0,8,default,reflection,-5,0,p,2.1153924813054485e-29,-1.3373267130142424e-15,-5.184832995731247e-15,True
1,3.0,8,default,reflection,-5,1,s,1.2541555378958873e-11,4.156873047631516e-06,1.0232762371529968e-07,True
1,3.0,8,default,reflection,-5,1,p,2.334511425324489e-13,5.659602403889161e-07,3.91138494770859e-08,True
1,3.0,8,default,reflection,-5,2,s,5.587444592524739e-14,-2.44163080341021e-07,-1.475061307705608e-07,True
1,3.0,8,default,reflection,-5,2,p,2.4624156360117412e-15,-5.6732747810220655e-08,-1.9172241452746712e-08,True
1,3.0,8,default,reflection,-5,3,s,2.2645515431711196e-10,9.17616018220981e-06,-1.6822241000051305e-05,True
1,3.0,8,default,reflection,-5,3,p,3.4544758144392736e-11,3.468695867193976e-06,-6.6318441590300624e-06,True
1,3.0,8,default,reflection,-5,4,s,2.8787356594603374e-15,7.409411537583426e-08,-1.535718071608069e-08,True
1,3.0,8,default,reflection,-5,4,p,1.8821866986391118e-14,-2.9137699668046832e-09,1.9346328990752934e-07,True
1,3.0,8,default,reflection,-5,5,s,1.9143928494802948e-11,-3.379936730125064e-06,7.268902212161419e-06,True
1,3.0,8,default,reflection,-5,5,p,8.134209349337802e-13,1.3961164108934278e-06,8.839059381024767e-07,True
1,3.0,8,default,reflection,-4,-6,s,6.803177820412123e-16,1.9080590118976725e-08,5.10955285401205e-08,True
1,3.0,8,default,reflection,-4,-6,p,1.0374474531407351e-15,6.707370396256037e-08,6.128556998089971e-09,True
1,3.0,8,default,reflection,-4,-5,s,7.455038147493588e-15,8.162582709360352e-08,-9.03616750243914e-08,True
1,3.0,8,default,reflection,-4,-5,p,5.3849457621503255e-17,-8.85695762620236e-09,-5.353542600800511e-09,True
1,3.0,8,default,reflection,-4,-4,s,9.235557122839403e-15,-1.1956800636194898e-07,-2.9777087847796617e-09,True
1,3.0,8,default,reflection,-4,-4,p,7.785966930347567e-15,1.003297941828963e-07,-4.4653902959545914e-08,True
1,3.0,8,default,reflection,-4,-3,s,1.1742856064516539e-14,4.3716772454543966e-08,-1.183406259629988e-07,True
1,3.0,8,default,reflection,-4,-3,p,8.708584190013576e-15,-3.980790852999832e-09,1.0856941576352103e-07,True
1,3.0,8,default,reflection,-4,-2,s,5.515705971126464e-16,-2.4086680325043887e-08,-1.0570327769279162e-08,True
1,3.0,8,default,reflection,-4,-2,p,1.0399758471200356e-15,-2.0181326760405354e-08,2.995460412417706e-08,True
1,3.0,8,default,reflection,-4,-1,s,2.182023412601148e-13,4.944857079683225e-07,1.3466747735567812e-07,True
1,3.0,8,default,reflection,-4,-1,p,9.764356775921063e-15,-7.941620482910348e-08,-7.380027262090606e-08,True
1,3.0,8,default,reflection,-4,0,s,6.839445581982733e-13,-8.846792635599816e-07,-1.7306527584247026e-07,True
1,3.0,8,default,reflection,-4,0,p,1.0282750760096317e-28,8.57131542867033e-15,-6.9788313857393445e-15,True
1,3.0,8,default,reflection,-4,1,s,2.1820233630195536e-13,4.944857048513912e-07,1.3466746664184456e-07,True
1,3.0,8,default,reflection,-4,1,p,9.764358243062177e-15,7.941620622625715e-08,7.380028308220221e-08,True
1,3.0,8,default,reflection,-4,2,s,5.515707360244335e-16,-2.4086686680316814e-08,-1.0570321530044544e-08,True
1,3.0,8,default,reflection,-4,2,p,1.0399763143751145e-15,2.0181343528966752e-08,-2.995460261037289e-08,True
1,3.0,8,default,reflection,-4,3,s,1.1742857459105954e-14,4.37167708106338e-08,-1.1834063455635879e-07,True
1,3.0,8,default,reflection,-4,3,p,8.708584390911358e-15,3.980797973129553e-09,-1.0856941675642919e-07,True
1,3.0,8,default,reflection,-4,4,s,9.235557809332365e-15,-1.1956801109830208e-07,-2.977697149566859e-09,True
1,3.0,8,default,reflection,-4,4,p,7.785965472215258e-15,-1.003297865196826e-07,4.465389488779534e-08,True
1,3.0,8,default,reflection,-4,5,s,7.4550381229507e-15,8.162583783900267e-08,-9.036166504770607e-08,True
1,3.0,8,default,reflection,-4,5,p,5.3849269594950775e-17,8.85692757990921e-09,5.353557381026887e-09,True
1,3.0,8,default,reflection,-4,6,s,6.803182014099853e-16,1.9080609837620272e-08,5.1095539121128555e-08,True
1,3.0,8,default,reflection,-4,6,p,1.037448473679437e-15,-6.707373813679716e-08,-6.128547054282382e-09,True
1,3.0,8,default,reflection,-3,-6,s,4.4780977694496096e-14,3.249302075561856e-07,2.6086774101835716e-09,True
1,3.0,8,default,reflection,-3,-6,p,3.5114782672298246e-13,-8.549860356584115e-07,3.113675908361475e-07,True
1,3.0,8,default,reflection,-3,-5,s,1.0050957319732006e-10,5.877521155975467e-06,-1.133259753908738e-05,True
1,3.0,8,default,reflection,-3,-5,p,1.400103954324903e-10,-6.303102437587906e-06,1.368551157865305e-05,True
1,3.0,8,default,reflection,-3,-4,s,1.5132656091294503e-14,1.3916444191633303e-07,-3.381239033908843e-08,True
1,3.0,8,default,reflection,-3,-4,p,6.215345680501294e-14,-2.6962320252526644e-07,1.0743793733110327e-07,True
1,3.0,8,default,reflection,-3,-3,s,1.2526735114111753e-10,-1.23438375450054e-05,-6.677434319118624e-07,True
1,3.0,8,default,reflection,-3,-3,p,1.0159919738711853e-10,1.111853271633965e-05,5.667199228680444e-07,True
1,3.0,8,default,reflection,-3,-2,s,1.015528380669335e-13,3.1760971785354237e-07,-1.2400892588376895e-07,True
1,3.0,8,default,reflection,-3,-2,p,1.9642014986703095e-14,-1.4507827638236382e-07,3.791816597145674e-08,True
1,3.0,8,default,reflection,-3,-1,s,4.340442672058362e-09,1.0985191184120309e-05,-6.840418320465059e-05,True
1,3.0,8,default,reflection,-3,-1,p,3.8681507388014313e-10,-3.326399706260319e-06,2.041293985702809e-05,True
1,3.0,8,default,reflection,-3,0,s,1.3124054009758871e-08,-1.3562230805576313e-05,0.0001190378668492115,True
1,3.0,8,default,reflection,-3,0,p,5.607860376551369e-29,-6.946656021753507e-15,3.616333137779424e-15,True
1,3.0,8,default,reflection,-3,1,s,4.340442674392493e-09,1.0985191207567528e-05,-6.840418321975212e-05,True
1,3.0,8,default,reflection,-3,1,p,3.868150742324703e-10,3.3263997003050206e-06,-2.041293986754188e-05,True
1,3.0,8,default,reflection,-3,2,s,1.015528239090785e-13,3.1760969176581645e-07,-1.2400892735145081e-07,True
1,3.0,8,default,reflection,-3,2,p,1.964201552337096e-14,1.450782783376761e-07,-3.7918166591370335e-08,True
1,3.0,8,default,reflection,-3,3,s,1.2526735104559815e-10,-1.23438375404817e-05,-6.677434282829017e-07,True
1,3.0,8,default,reflection,-3,3,p,1.015991974882186e-10,-1.1118532721311336e-05,-5.667199341419754e-07,True
1,3.0,8,default,reflection,-3,4,s,1.5132655937604172e-14,1.3916444080221622e-07,-3.3812391844260814e-08,True
1,3.0,8,default,reflection,-3,4,p,6.215345466511428e-14,2.6962319874429003e-07,-1.0743793332213708e-07,True
1,3.0,8,default,reflection,-3,5,s,1.0050957316956122e-10,5.8775211626648755e-06,-1.1332597533632126e-05,True
1,3.0,8,default,reflection,-3,5,p,1.4001039535313482e-10,6.303102437076025e-06,-1.3685511574187763e-05,True
1,3.0,8,default,reflection,-3,6,s,4.478097570412161e-14,3.2493020027278915e-07,2.6086851159024436e-09,True
1,3.0,8,default,reflection,-3,6,p,3.511478135134813e-13,8.549860192242004e-07,-3.113675859482479e-07,True
1,3.0,8,default,reflection,-2,-7,s,3.137224676765561e-17,1.303658440913716e-08,4.345867183013114e-12,True
1,3.0,8,default,reflection,-2,-7,p,9.433217317116965e-17,1.1656956872156109e-08,1.9368533103626967e-08,True
1,3.0,8,default,reflection,-2,-6,s,8.546615249360694e-16,-7.1209126698529005e-09,-3.988799304429369e-08,True
1,3.0,8,default,reflection,-2,-6,p,2.6573429177570706e-15,6.640951328686576e-08,-2.6351302079717737e-08,True
1,3.0,8,default,reflection,-2,-5,s,1.0125515486177483e-14,-9.337114506961465e-08,-7.764206529916342e-08,True
1,3.0,8,default,reflection,-2,-5,p,2.540968873141642e-14,1.546932618565851e-07,1.1434952072808432e-07,True
1,3.0,8,default,reflection,-2,-4,s,6.112532743754623e-16,3.167922492207475e-10,-2.7688746019425346e-08,True
1,3.0,8,default,reflection,-2,-4,p,1.4341781868215674e-14,-7.377221670016782e-08,1.1201895869472026e-07,True
1,3.0,8,default,reflection,-2,-3,s,2.348669397946381e-14,1.28364043130433e-07,1.0202656721536289e-07,True
1,3.0,8,default,reflection,-2,-3,p,4.3910157387219364e-14,-1.1397231372495235e-07,-1.9307285716218292e-07,True
1,3.0,8,default,reflection,-2,-2,s,1.2759976675337212e-13,2.662689267108161e-07,2.591554879096106e-07,True
1,3.0,8,default,reflection,-2,-2,p,8.952285204005097e-14,-2.2336984262054725e-07,-2.1672117613388362e-07,True
1,3.0,8,default,reflection,-2,-1,s,4.867282323986336e-12,-2.175172535580036e-06,-6.116204028557662e-07,True
1,3.0,8,default,reflection,-2,-1,p,1.0493328095847174e-12,1.0066076774957288e-06,2.9567081782869045e-07,True
1,3.0,8,default,reflection,-2,0,s,1.2505944578454603e-11,3.5556547077444533e-06,5.879170457626575e-07,True
1,3.0,8,default,reflection,-2,0,p,1.7587458965337159e-29,3.644202004768464e-15,2.2328543106945932e-15,True
1,3.0,8,default,reflection,-2,1,s,4.867282358693644e-12,-2.175172539649691e-06,-6.116204181440461e-07,True
1,3.0,8,default,reflection,-2,1,p,1.0493328014546328e-12,-1.0066076770033337e-06,-2.9567080508373827e-07,True
1,3.0,8,default,reflection,-2,2,s,1.2759975907296573e-13,2.6626891406794003e-07,2.5915548486654353e-07,True
1,3.0,8,default,reflection,-2,2,p,8.952286148194706e-14,2.2336986474505707e-07,2.167211769000035e-07,True
1,3.0,8,default,reflection,-2,3,s,2.3486692825845865e-14,1.283640419380209e-07,1.0202656224363859e-07,True
1,3.0,8,default,reflection,-2,3,p,4.391015928554692e-14,1.1397230467577296e-07,1.9307286813174864e-07,True
1,3.0,8,default,reflection,-2,4,s,6.112531417295269e-16,3.167901361227627e-10,-2.7688743038889223e-08,True
1,3.0,8,default,reflection,-2,4,p,1.434178333922271e-14,7.377222424493466e-08,-1.1201896196233258e-07,True
1,3.0,8,default,reflection,-2,5,s,1.0125516816239725e-14,-9.337115554052165e-08,-7.764206518129409e-08,True
1,3.0,8,default,reflection,-2,5,p,2.540969019699846e-14,-1.5469326519882794e-07,-1.1434952553955878e-07,True
1,3.0,8,default,reflection,-2,6,s,8.546622826771974e-16,-7.1209084328101036e-09,-3.9888012046544504e-08,True
1,3.0,8,default,reflection,-2,6,p,2.65734315790556e-15,-6.640951670567063e-08,2.6351302216905328e-08,True
1,3.0,8,default,reflection,-2,7,s,3.137220205955753e-17,1.3036575119125911e-08,4.348538126108765e-12,True
1,3.0,8,default,reflection,-2,7,p,9.433215448716344e-17,-1.1656931499202941e-08,-1.9368545761409537e-08,True
1,3.0,8,default,reflection,-1,-7,s,3.004194486949126e-11,-5.5413851954926096e-06,-8.374700622768018e-06,True
1,3.0,8,default,reflection,-1,-7,p,5.265119606161922e-11,-1.1198193700168003e-05,7.1649191733931865e-06,True
1,3.0,8,default,reflection,-1,-6,s,9.837098337541081e-14,3.2351852800395536e-07,-2.602133154482083e-07,True
1,3.0,8,default,reflection,-1,-6,p,1.608183002930177e-12,-1.1211232826473076e-06,1.249438794649659e-06,True
1,3.0,8,default,reflection,-1,-5,s,8.657560030010872e-13,1.0539447484417204e-06,2.8766432084588625e-07,True
1,3.0,8,default,reflection,-1,-5,p,1.859592184235163e-11,-4.664234764514558e-06,-1.9701932630439373e-06,True
1,3.0,8,default,reflection,-1,-4,s,2.8234058577764672e-14,7.970267738109385e-08,-1.6623172385348843e-07,True
1,3.0,8,default,reflection,-1,-4,p,2.2364085240668349e-13,-6.901336340682882e-08,5.142324070396471e-07,True
1,3.0,8,default,reflection,-1,-3,s,3.481126711741159e-10,4.781896258065991e-06,-1.9028612802478413e-05,True
1,3.0,8,default,reflection,-1,-3,p,2.2724472879924385e-09,-1.3594836907276369e-05,4.825068537833048e-05,True
1,3.0,8,default,reflection,-1,-2,s,1.463630539404812e-12,-1.2375396361536327e-06,-6.120972968962118e-08,True
1,3.0,8,default,reflection,-1,-2,p,5.378399823989919e-12,2.3710167038722703e-06,1.4093648269882112e-07,True
1,3.0,8,default,reflection,-1,-1,s,1.2477288833170961e-08,-3.8534767752620235e-05,0.00010595362503743202,True
1,3.0,8,default,reflection,-1,-1,p,1.1957059703408332e-08,3.758736718694308e-05,-0.00010377047355780173,True
1,3.0,8,default,reflection,-1,0,s,5.8524901035840665e-08,0.00011195845867197514,-0.00021571025680493672,True
1,3.0,8,default,reflection,-1,0,p,5.2638949507858594e-30,2.2781180147616796e-15,-3.5029455570177326e-16,True
1,3.0,8,default,reflection,-1,1,s,1.2477288837214704e-08,-3.853476775905628e-05,0.00010595362505453146,True
1,3.0,8,default,reflection,-1,1,p,1.1957059706841914e-08,-3.758736720121969e-05,0.00010377047356948466,True
1,3.0,8,default,reflection,-1,2,s,1.463630549237707e-12,-1.2375396404665413e-06,-6.120972674287983e-08,True
1,3.0,8,default,reflection,-1,2,p,5.378399824017128e-12,-2.371016704653857e-06,-1.4093646965120017e-07,True
1,3.0,8,default,reflection,-1,3,s,3.48112671002784e-10,4.781896253229623e-06,-1.9028612798715385e-05,True
1,3.0,8,default,reflection,-1,3,p,2.272447287039207e-09,1.3594836901533431e-05,-4.825068536902526e-05,True
1,3.0,8,default,reflection,-1,4,s,2.8234056574113193e-14,7.970267064979956e-08,-1.6623171982657113e-07,True
1,3.0,8,default,reflection,-1,4,p,2.2364085615477228e-13,6.901336221934802e-08,-5.14232411585744e-07,True
1,3.0,8,default,reflection,-1,5,s,8.657559865404164e-13,1.0539447398214542e-06,2.876643129852062e-07,True
1,3.0,8,default,reflection,-1,5,p,1.8595921977209433e-11,4.664234779803281e-06,1.9701932740320832e-06,True
1,3.0,8,default,reflection,-1,6,s,9.83709805169312e-14,3.235185279185078e-07,-2.6021330592982835e-07,True
1,3.0,8,default,reflection,-1,6,p,1.6081829987985814e-12,1.1211232760042607e-06,-1.24943879771326e-06,True
1,3.0,8,default,reflection,-1,7,s,3.004194498572974e-11,-5.5413852020809386e-06,-8.374700641703843e-06,True
1,3.0,8,default,reflection,-1,7,p,5.265119601847875e-11,1.1198193699785753e-05,-7.164919163885073e-06,True
1,3.0,8,default,reflection,0,-7,s,8.274820118403617e-31,1.0993210570128269e-16,-1.5867882126359693e-15,True
1,3.0,8,default,reflection,0,-7,p,1.2205315878558295e-10,6.980129414604383e-06,-1.8012461922460293e-05,True
1,3.0,8,default,reflection,0,-6,s,1.0751874325210773e-30,9.594200092951517e-16,9.554889384401266e-16,True
1,3.0,8,default,reflection,0,-6,p,2.736084652671621e-12,1.3748456116593445e-06,-1.6659721953824198e-06,True
1,3.0,8,default,reflection,0,-5,s,3.4062433247478835e-29,-6.7928406061440716e-15,-1.541989945698693e-16,True
1,3.0,8,default,reflection,0,-5,p,2.5928921443439113e-12,1.0102024386579934e-06,-1.5791652795881318e-06,True
1,3.0,8,default,reflection,0,-4,s,6.467418161931353e-30,-5.080952232006061e-16,-2.7250533007644762e-15,True
1,3.0,8,default,reflection,0,-4,p,1.282189575234082e-12,5.612641366396104e-07,-1.0992629851031581e-06,True
1,3.0,8,default,reflection,0,-3,s,6.978908755594974e-29,8.459376752407991e-15,2.1836148707065278e-15,True
1,3.0,8,default,reflection,0,-3,p,6.53342561494446e-09,1.5046962436642927e-05,-8.318221645905312e-05,True
1,3.0,8,default,reflection,0,-2,s,1.1800061271934229e-29,7.828285200700553e-16,3.412095478721059e-15,True
1,3.0,8,default,reflection,0,-2,p,1.460313053544847e-11,-3.893596846905402e-06,7.94327435165372e-08,True
1,3.0,8,default,reflection,0,-1,s,1.1257300800758754e-29,-1.9560110092406407e-15,2.7450551354319283e-15,True
1,3.0,8,default,reflection,0,-1,p,5.4118881472772295e-08,-0.00010378147904138322,0.00020939983114221625,True
1,3.0,8,default,reflection,0,0,x,1.230149483580277e-28,-9.286034753654931e-15,6.065023240840922e-15,True
1,3.0,8,default,reflection,0,0,y,0.0014015885090993218,0.003927242939995801,0.037231240537881294,True
1,3.0,8,default,reflection,0,1,s,8.269522544962751e-29,-5.530171509273047e-15,7.271619349709359e-15,True
1,3.0,8,default,reflection,0,1,p,5.411888148154932e-08,0.00010378147905029747,-0.00020939983115894942,True
1,3.0,8,default,reflection,0,2,s,4.640668864085898e-29,6.619485855809922e-15,2.092631238518666e-15,True
1,3.0,8,default,reflection,0,2,p,1.460313053935231e-11,3.893596847266846e-06,-7.94327513204825e-08,True
1,3.0,8,default,reflection,0,3,s,5.867501049437375e-29,4.997668393997326e-15,6.260745126474426e-15,True
1,3.0,8,default,reflection,0,3,p,6.5334256163892435e-09,-1.5046962431190378e-05,8.318221646953773e-05,True
1,3.0,8,default,reflection,0,4,s,1.4701325102268207e-29,3.4515748394063085e-15,-2.3566048220206857e-15,True
1,3.0,8,default,reflection,0,4,p,1.2821895589098546e-12,-5.61264147745258e-07,1.0992629706109195e-06,True
1,3.0,8,default,reflection,0,5,s,7.147285484176445e-29,-1.1456980844830253e-15,-9.775376609523985e-15,True
1,3.0,8,default,reflection,0,5,p,2.5928921354699747e-12,-1.010202450751531e-06,1.5791652680437046e-06,True
1,3.0,8,default,reflection,0,6,s,7.41054461113473e-31,5.333071051241575e-16,-9.89572931819462e-16,True
1,3.0,8,default,reflection,0,6,p,2.736084642919896e-12,-1.3748456062431764e-06,1.6659721948613478e-06,True
1,3.0,8,default,reflection,0,7,s,7.216246324694506e-29,1.4594302741393727e-14,-2.7639086615202113e-15,True
1,3.0,8,default,reflection,0,7,p,1.2205315888691392e-10,-6.980129429444197e-06,1.8012461925309614e-05,True
1,3.0,8,default,reflection,1,-7,s,3.004194496577237e-11,5.541385209013242e-06,8.374700633117238e-06,True
1,3.0,8,default,reflection,1,-7,p,5.2651195894812953e-11,-1.1198193699460653e-05,7.164919135424809e-06,True
1,3.0,8,default,reflection,1,-6,s,9.837098122231756e-14,-3.235185253651423e-07,2.602133114794459e-07,True
1,3.0,8,default,reflection,1,-6,p,1.6081829967197321e-12,-1.1211232869335857e-06,1.2494387864486015e-06,True
1,3.0,8,default,reflection,1,-5,s,8.657559857148461e-13,-1.0539447389814618e-06,-2.876643140845107e-07,True
1,3.0,8,default,reflection,1,-5,p,1.8595921882264586e-11,-4.664234762097269e-06,-1.9701932827309604e-06,True
1,3.0,8,default,reflection,1,-4,s,2.8234057781832595e-14,-7.970267225073382e-08,1.6623172343160352e-07,True
1,3.0,8,default,reflection,1,-4,p,2.2364084576052561e-13,-6.901335514844337e-08,5.142324003693736e-07,True
1,3.0,8,default,reflection,1,-3,s,3.4811267092725525e-10,-4.781896264401115e-06,1.9028612793713337e-05,True
1,3.0,8,default,reflection,1,-3,p,2.272447287283664e-09,-1.3594836901353212e-05,4.825068537187733e-05,True
1,3.0,8,default,reflection,1,-2,s,1.463630530940353e-12,1.237539632164324e-06,6.120973781905568e-08,True
1,3.0,8,default,reflection,1,-2,p,5.3783998829059206e-12,2.371016717889281e-06,1.4093646613047635e-07,True
1,3.0,8,default,reflection,1,-1,s,1.2477288832123798e-08,3.853476775205951e-05,-0.00010595362503260172,True
1,3.0,8,default,reflection,1,-1,p,1.1957059706330822e-08,3.7587367189021374e-05,-0.00010377047357139436,True
1,3.0,8,default,reflection,1,0,s,5.8524901031897826e-08,-0.00011195845865542034,0.00021571025680430542,True
1,3.0,8,default,reflection,1,0,p,3.907843774240373e-30,-5.817187840421662e-16,1.8988289855948996e-15,True
1,3.0,8,default,reflection,1,1,s,1.2477288832553047e-08,3.8534767755595977e-05,-0.00010595362503337913,True
1,3.0,8,default,reflection,1,1,p,1.1957059702651235e-08,-3.758736719234996e-05,0.000103770473552127,True
1,3.0,8,default,reflection,1,2,s,1.4636305406291178e-12,1.2375396371519189e-06,6.12097199965362e-08,True
1,3.0,8,default,reflection,1,2,p,5.37839977524893e-12,-2.3710166932765627e-06,-1.4093647957382803e-07,True
1,3.0,8,default,reflection,1,3,s,3.4811267126668964e-10,-4.781896265467269e-06,1.9028612803308397e-05,True
1,3.0,8,default,reflection,1,3,p,2.272447288652626e-09,1.3594836898714077e-05,-4.825068538830819e-05,True
1,3.0,8,default,reflection,1,4,s,2.8234058925662114e-14,-7.970266948916199e-08,1.662317288969972e-07,True
