p,h_nm,mpi_ranks,solver_profile,side,order_m,order_n,polarization,power,amplitude_real,amplitude_imag,is_propagating
2,5.0,8,default,transmission,0,-1,p,4.868818611598586e-05,-0.00704582734125701,0.0006289874054472352,True
2,5.0,8,default,transmission,0,0,x,2.1138923706008854e-29,-3.9930210385321724e-16,-4.622058699440272e-15,True
2,5.0,8,default,transmission,0,0,y,0.9642984450598018,0.8753456470283881,-0.46430910161311556,True
2,5.0,8,default,transmission,0,1,s,6.68730287463414e-29,6.684265466051596e-15,4.904017183267626e-15,True
2,5.0,8,default,transmission,0,1,p,4.8688186116083976e-05,0.007045827341262869,-0.0006289874054617728,True
2,5.0,8,default,transmission,0,2,s,8.19351019856153e-31,-4.692156083397322e-16,-8.04291841501466e-16,True
2,5.0,8,default,transmission,0,2,p,4.4208603041517396e-10,1.7457380068329333e-05,1.2769552527223738e-05,True
2,5.0,8,default,transmission,0,3,s,2.3605576603786086e-29,5.09676233281229e-15,-5.9735141323509e-16,True
2,5.0,8,default,transmission,0,3,p,3.7428197796274645e-06,-0.0012500557840818022,0.001616403568672676,True
2,5.0,8,default,transmission,0,4,s,4.229959017456598e-29,-6.883319132043065e-15,-1.9937894977646945e-15,True
2,5.0,8,default,transmission,0,4,p,3.2494347052318767e-10,-1.2721885396398724e-05,1.5253277635619431e-05,True
2,5.0,8,default,transmission,0,5,s,2.2335368173335204e-29,-3.5269048587605044e-15,4.312335325190627e-15,True
2,5.0,8,default,transmission,0,5,p,6.457015335717472e-09,-9.152441890702003e-05,-2.4400619095826267e-05,True
2,5.0,8,default,transmission,0,6,s,7.823392217902241e-29,1.1686251818792023e-14,-1.0813215590919443e-15,True
2,5.0,8,default,transmission,0,6,p,3.3929508039129945e-12,2.206575027245416e-06,-1.0510074041193016e-06,True
2,5.0,8,default,transmission,0,7,s,6.683859839294395e-29,-7.865170579239603e-15,1.246987977973682e-14,True
2,5.0,8,default,transmission,0,7,p,4.020604543578092e-09,3.839703317239013e-05,0.00010770633709541778,True
2,5.0,8,default,transmission,1,-7,s,3.100038293398339e-10,-2.3863287182505368e-05,-2.335106327007688e-05,True
2,5.0,8,default,transmission,1,-7,p,8.427992489542934e-10,3.535852541851919e-05,4.219428942900749e-05,True
2,5.0,8,default,transmission,1,-6,s,5.781465300745029e-14,-2.82486258405985e-07,1.5779718932656576e-07,True
2,5.0,8,default,transmission,1,-6,p,1.7239716435080544e-12,1.4375981364723916e-06,-1.027281863273444e-06,True
2,5.0,8,default,transmission,1,-5,s,1.2296064206877109e-11,4.138750746591633e-06,5.076312731431952e-07,True
2,5.0,8,default,transmission,1,-5,p,1.4442010014354948e-10,-1.4065052229427912e-05,-2.5274487809725248e-06,True
2,5.0,8,default,transmission,1,-4,s,8.872816164896668e-12,2.015358934761561e-06,-2.618260328852017e-06,True
2,5.0,8,default,transmission,1,-4,p,1.3695837705437332e-10,-7.970422471104447e-06,1.0246149140254422e-05,True
2,5.0,8,default,transmission,1,-3,s,1.6990744244649788e-07,0.00022782500925877145,-0.00037387920194263647,True
2,5.0,8,default,transmission,1,-3,p,1.2469243882166713e-06,-0.0006170643086052101,0.0010129235175105884,True
2,5.0,8,default,transmission,1,-2,s,4.0946022627485004e-11,-5.415810880957272e-06,-3.799945718173966e-06,True
2,5.0,8,default,transmission,1,-2,p,1.6344119715109557e-10,1.0808194393436781e-05,7.609123910120714e-06,True
2,5.0,8,default,transmission,1,-1,s,1.0055668972967065e-05,-0.00317242163551123,0.0006079710221343547,True
2,5.0,8,default,transmission,1,-1,p,9.685302756435791e-06,0.0031134041630056816,-0.0005969134778708594,True
2,5.0,8,default,transmission,1,0,s,4.963597590064935e-05,0.007113994907174725,-0.0006359842558059008,True
2,5.0,8,default,transmission,1,0,p,7.105301425578815e-29,-7.746411099742297e-15,3.6080308569281546e-15,True
2,5.0,8,default,transmission,1,1,s,1.0055668972969569e-05,-0.003172421635512429,0.0006079710221302376,True
2,5.0,8,default,transmission,1,1,p,9.685302756451348e-06,-0.003113404163008402,0.0005969134778701948,True
2,5.0,8,default,transmission,1,2,s,4.094602264828482e-11,-5.415810879910178e-06,-3.7999457225919734e-06,True
2,5.0,8,default,transmission,1,2,p,1.634411969412188e-10,-1.080819438413094e-05,-7.609123908596487e-06,True
2,5.0,8,default,transmission,1,3,s,1.699074424543993e-07,0.00022782500926688692,-0.0003738792019496127,True
2,5.0,8,default,transmission,1,3,p,1.2469243882201966e-06,0.0006170643086007712,-0.0010129235175152563,True
2,5.0,8,default,transmission,1,4,s,8.872816172459777e-12,2.0153589275722953e-06,-2.6182603361628684e-06,True
2,5.0,8,default,transmission,1,4,p,1.3695837678860215e-10,7.970422470021806e-06,-1.0246149125139381e-05,True
2,5.0,8,default,transmission,1,5,s,1.229606421548948e-11,4.138750747102395e-06,5.076312809739605e-07,True
2,5.0,8,default,transmission,1,5,p,1.444201004882907e-10,1.4065052246981527e-05,2.5274487797238034e-06,True
2,5.0,8,default,transmission,1,6,s,5.781464682189644e-14,-2.824862496473609e-07,1.5779716951239913e-07,True
2,5.0,8,default,transmission,1,6,p,1.7239716509829035e-12,-1.4375981477224274e-06,1.0272818541184037e-06,True
2,5.0,8,default,transmission,1,7,s,3.100038290055148e-10,-2.3863287194317364e-05,-2.3351063232264714e-05,True
2,5.0,8,default,transmission,1,7,p,8.427992477362273e-10,-3.535852540465384e-05,-4.219428938872394e-05,True
2,5.0,8,default,transmission,2,-7,s,8.655413848273363e-14,1.6437039690375974e-07,7.094994537140874e-07,True
2,5.0,8,default,transmission,2,-7,p,3.5160121917700674e-14,2.3787445100834592e-07,-3.9859544664770765e-07,True
2,5.0,8,default,transmission,2,-6,s,7.226007946472077e-15,1.1580022630115534e-07,3.1400529884480376e-08,True
2,5.0,8,default,transmission,2,-6,p,2.6734824373774353e-14,-2.2851344860785714e-07,-3.2293060385191974e-08,True
2,5.0,8,default,transmission,2,-5,s,4.2262590199921065e-14,7.75254683683394e-08,-2.392029178855647e-07,True
2,5.0,8,default,transmission,2,-5,p,1.4061338091114938e-13,-1.0220235018788918e-07,4.4712817755614803e-07,True
2,5.0,8,default,transmission,2,-4,s,1.067159250528352e-12,-1.015741184460411e-06,5.813396133026987e-07,True
2,5.0,8,default,transmission,2,-4,p,2.816075086736165e-12,1.6183606778220357e-06,-9.976506351686057e-07,True
2,5.0,8,default,transmission,2,-3,s,5.6259803599948714e-12,2.5596602954451166e-06,-1.5419846434332787e-07,True
2,5.0,8,default,transmission,2,-3,p,9.62884643342999e-12,-3.3448323583915744e-06,2.574466351019349e-07,True
2,5.0,8,default,transmission,2,-2,s,2.8589775220147413e-12,7.475700896751761e-07,1.6110949571003028e-06,True
2,5.0,8,default,transmission,2,-2,p,2.4669614816007315e-12,-7.236893868955517e-07,-1.4826415457132873e-06,True
2,5.0,8,default,transmission,2,-1,s,1.6271262970798509e-10,-8.871441469199198e-06,-9.75881821229358e-06,True
2,5.0,8,default,transmission,2,-1,p,3.6999958600666246e-11,4.256522179275117e-06,4.629723450045191e-06,True
2,5.0,8,default,transmission,2,0,s,4.229664874490142e-10,1.3692458892031071e-05,1.6127789482814033e-05,True
2,5.0,8,default,transmission,2,0,p,1.9135610579381148e-29,1.2560701135768751e-15,-4.3210944592115644e-15,True
2,5.0,8,default,transmission,2,1,s,1.6271262987797424e-10,-8.871441468004585e-06,-9.758818222689893e-06,True
2,5.0,8,default,transmission,2,1,p,3.699995852665174e-11,-4.256522173223281e-06,-4.629723447064378e-06,True
2,5.0,8,default,transmission,2,2,s,2.8589775305746506e-12,7.475700886179723e-07,1.6110949605219974e-06,True
2,5.0,8,default,transmission,2,2,p,2.4669615151907623e-12,7.2368940432926e-07,1.4826415497023812e-06,True
2,5.0,8,default,transmission,2,3,s,5.625980326352517e-12,2.5596602867289624e-06,-1.5419848152783937e-07,True
2,5.0,8,default,transmission,2,3,p,9.628846402848005e-12,3.3448323540808997e-06,-2.5744662168709607e-07,True
2,5.0,8,default,transmission,2,4,s,1.067159255151739e-12,-1.0157411859190878e-06,5.813396158578189e-07,True
2,5.0,8,default,transmission,2,4,p,2.816075118821103e-12,-1.6183606944777776e-06,9.97650628788934e-07,True
2,5.0,8,default,transmission,2,5,s,4.226258675624254e-14,7.752547086617398e-08,-2.39202906306877e-07,True
2,5.0,8,default,transmission,2,5,p,1.4061338619433052e-13,1.0220233847432024e-07,-4.471281890722777e-07,True
2,5.0,8,default,transmission,2,6,s,7.226009787271247e-15,1.1580024060717871e-07,3.140053552079767e-08,True
2,5.0,8,default,transmission,2,6,p,2.6734822127345446e-14,2.2851343663049797e-07,3.229307584716844e-08,True
2,5.0,8,default,transmission,2,7,s,8.655413301584772e-14,1.6437048180886104e-07,7.094994104349367e-07,True
2,5.0,8,default,transmission,2,7,p,3.516011701002221e-14,-2.3787443689661336e-07,3.9859541734380684e-07,True
2,5.0,8,default,transmission,3,-6,s,5.3998627447377596e-14,-3.0929918807211836e-07,-1.9396194934550275e-07,True
2,5.0,8,default,transmission,3,-6,p,1.661132808723173e-13,5.20554961230623e-07,3.7289055734980625e-07,True
2,5.0,8,default,transmission,3,-5,s,1.909045340672788e-09,2.3567981528076372e-05,-5.13324742095882e-05,True
2,5.0,8,default,transmission,3,-5,p,2.0038231495784993e-09,-2.4055144071080735e-05,5.263287145206392e-05,True
2,5.0,8,default,transmission,3,-4,s,2.524329269234125e-12,8.679745474136756e-07,1.6595811470502058e-06,True
2,5.0,8,default,transmission,3,-4,p,4.048150373517034e-12,-7.478830511888748e-07,-2.2506954960496197e-06,True
2,5.0,8,default,transmission,3,-3,s,3.189314185821829e-08,7.472242674663226e-05,0.00018492831499331773,True
2,5.0,8,default,transmission,3,-3,p,2.1282052292955002e-08,-6.127549602846337e-05,-0.00015096850561391212,True
2,5.0,8,default,transmission,3,-2,s,1.2904508959093614e-11,3.7323657140187965e-06,-1.0734142917564252e-06,True
2,5.0,8,default,transmission,3,-2,p,5.4716420492898625e-12,-2.462356140632249e-06,5.762376497422254e-07,True
2,5.0,8,default,transmission,3,-1,s,1.5280182077966956e-06,0.0006830081476526419,-0.0011213442171912648,True
2,5.0,8,default,transmission,3,-1,p,1.3857636200051664e-07,-0.00020543628032121804,0.0003378432239982946,True
2,5.0,8,default,transmission,3,0,s,4.4883614473455925e-06,-0.001368417662989035,0.0017704636284198922,True
2,5.0,8,default,transmission,3,0,p,8.96557187803024e-30,7.335816510224996e-16,-3.0763021429099985e-15,True
2,5.0,8,default,transmission,3,1,s,1.52801820778837e-06,0.0006830081476546372,-0.001121344217185861,True
2,5.0,8,default,transmission,3,1,p,1.3857636200272697e-07,0.00020543628031457516,-0.0003378432240060246,True
2,5.0,8,default,transmission,3,2,s,1.2904508877862337e-11,3.7323657011555267e-06,-1.0734142922584932e-06,True
2,5.0,8,default,transmission,3,2,p,5.471642020060726e-12,2.4623561342401133e-06,-5.762376474137213e-07,True
2,5.0,8,default,transmission,3,3,s,3.1893141859113287e-08,7.472242674133759e-05,0.0001849283149984755,True
2,5.0,8,default,transmission,3,3,p,2.128205229797897e-08,6.127549604714525e-05,0.0001509685056270843,True
2,5.0,8,default,transmission,3,4,s,2.524329256485891e-12,8.679745371288922e-07,1.6595811470923906e-06,True
2,5.0,8,default,transmission,3,4,p,4.048150374488835e-12,7.478830528700072e-07,2.2506954957909778e-06,True
2,5.0,8,default,transmission,3,5,s,1.9090453408781846e-09,2.3567981545376227e-05,-5.1332474204988986e-05,True
2,5.0,8,default,transmission,3,5,p,2.003823149614455e-09,2.4055144072002537e-05,-5.263287145221345e-05,True
2,5.0,8,default,transmission,3,6,s,5.3998622870086516e-14,-3.0929916959460146e-07,-1.9396194968533597e-07,True
2,5.0,8,default,transmission,3,6,p,1.661132855647736e-13,-5.20554969916197e-07,-3.728905607555807e-07,True
2,5.0,8,default,transmission,4,-6,s,7.131305472055947e-14,-5.845298521253722e-07,3.254434028154061e-08,True
2,5.0,8,default,transmission,4,-6,p,8.89434036250239e-15,1.7528914294110206e-07,-1.0963750613394561e-07,True
2,5.0,8,default,transmission,4,-5,s,3.3656596712623203e-13,-1.0308523645604566e-07,-8.274228134389139e-07,True
2,5.0,8,default,transmission,4,-5,p,1.3475907138018789e-13,6.195577176630662e-08,5.239633615907237e-07,True
2,5.0,8,default,transmission,4,-4,s,6.197122279160703e-13,-9.246026215548562e-07,-3.6472201561976374e-07,True
2,5.0,8,default,transmission,4,-4,p,2.98924410475156e-13,6.368027060145526e-07,2.664801186471607e-07,True
2,5.0,8,default,transmission,4,-3,s,4.995670225150645e-12,8.115921475228733e-07,2.506565181832222e-06,True
2,5.0,8,default,transmission,4,-3,p,1.577130039034593e-12,-4.77209076662869e-07,-1.4013261051725143e-06,True
2,5.0,8,default,transmission,4,-2,s,4.037439607199236e-12,-1.9210210386458247e-06,1.221344639306196e-06,True
2,5.0,8,default,transmission,4,-2,p,6.715719096788738e-13,7.666473771958779e-07,-5.236469852950983e-07,True
2,5.0,8,default,transmission,4,-1,s,1.5499358403677456e-10,9.95556465108658e-06,-9.570169499057166e-06,True
2,5.0,8,default,transmission,4,-1,p,6.795228381244128e-12,-2.0543312644015845e-06,2.0348105426441257e-06,True
2,5.0,8,default,transmission,4,0,s,3.5073931018165517e-10,-1.5590693648003322e-05,1.3518781327659135e-05,True
2,5.0,8,default,transmission,4,0,p,1.7751335068531638e-28,-6.97243876263582e-15,-1.2919029139394789e-14,True
2,5.0,8,default,transmission,4,1,s,1.5499358369924093e-10,9.955564642736639e-06,-9.570169486045966e-06,True
2,5.0,8,default,transmission,4,1,p,6.7952283816384485e-12,2.0543312594943314e-06,-2.0348105477176726e-06,True
2,5.0,8,default,transmission,4,2,s,4.0374396356679714e-12,-1.9210210468595146e-06,1.2213446413457234e-06,True
2,5.0,8,default,transmission,4,2,p,6.715719060398496e-13,-7.666473718794077e-07,5.236469886189715e-07,True
2,5.0,8,default,transmission,4,3,s,4.9956701733752545e-12,8.11592128811239e-07,2.5065651735399645e-06,True
2,5.0,8,default,transmission,4,3,p,1.577130040994397e-12,4.77209082061157e-07,1.4013261043058173e-06,True
2,5.0,8,default,transmission,4,4,s,6.197122493192092e-13,-9.246026316961788e-07,-3.6472203668560813e-07,True
2,5.0,8,default,transmission,4,4,p,2.9892440365036523e-13,-6.368026930803748e-07,-2.664801291419798e-07,True
2,5.0,8,default,transmission,4,5,s,3.365659641503065e-13,-1.030852325795388e-07,-8.274228102070455e-07,True
2,5.0,8,default,transmission,4,5,p,1.3475906921056872e-13,-6.195577417754258e-08,-5.239633570287332e-07,True
2,5.0,8,default,transmission,4,6,s,7.131304914553628e-14,-5.845298283622006e-07,3.2544355441037126e-08,True
2,5.0,8,default,transmission,4,6,p,8.894341627960783e-15,-1.752891242259303e-07,1.0963756379208212e-07,True
2,5.0,8,default,transmission,5,-5,s,8.710914123538919e-10,1.457381118489325e-05,5.4036301758474656e-05,True
2,5.0,8,default,transmission,5,-5,p,6.887886021531413e-11,-4.025318567451828e-06,-1.5214307818352913e-05,True
2,5.0,8,default,transmission,5,-4,s,4.590893631097839e-13,-9.929285618898727e-08,-9.68760291812296e-07,True
2,5.0,8,default,transmission,5,-4,p,1.9661023845461304e-13,5.4886899214375474e-08,6.3492636062963e-07,True
2,5.0,8,default,transmission,5,-3,s,5.385123601928391e-09,3.9320222039129815e-05,-8.633512226303499e-05,True
2,5.0,8,default,transmission,5,-3,p,7.298663932654852e-10,-1.4620278590045392e-05,3.171796431865342e-05,True
2,5.0,8,default,transmission,5,-2,s,3.1824477680433653e-13,1.8320510048950362e-07,-6.652485806591565e-07,True
2,5.0,8,default,transmission,5,-2,p,1.8203623439183994e-14,9.980372304272856e-08,1.3142793337582232e-07,True
2,5.0,8,default,transmission,5,-1,s,2.85546826211855e-10,1.970545088935372e-05,3.932642079916713e-06,True
2,5.0,8,default,transmission,5,-1,p,6.2637279486842946e-12,-2.9536500469431645e-06,-3.647216628281084e-07,True
2,5.0,8,default,transmission,5,0,s,1.2084147128995216e-08,-0.00012504727044625424,-3.397447234197996e-05,True
2,5.0,8,default,transmission,5,0,p,2.927253133623705e-29,1.4578310310683556e-15,6.208808568715054e-15,True
2,5.0,8,default,transmission,5,1,s,2.8554682634947427e-10,1.9705450892497715e-05,3.932642088904253e-06,True
2,5.0,8,default,transmission,5,1,p,6.263727914587531e-12,2.9536500386011368e-06,3.647216642883659e-07,True
2,5.0,8,default,transmission,5,2,s,3.182447784810716e-13,1.8320510471783034e-07,-6.652485813801115e-07,True
2,5.0,8,default,transmission,5,2,p,1.8203622469102545e-14,-9.980372275656994e-08,-1.3142792807177287e-07,True
2,5.0,8,default,transmission,5,3,s,5.385123599419036e-09,3.932022203406187e-05,-8.633512224105557e-05,True
2,5.0,8,default,transmission,5,3,p,7.298663935894268e-10,1.4620278579222737e-05,-3.171796433217643e-05,True
2,5.0,8,default,transmission,5,4,s,4.590893722251573e-13,-9.929285316055728e-08,-9.687603018412583e-07,True
2,5.0,8,default,transmission,5,4,p,1.9661023522120927e-13,-5.4886887212959185e-08,-6.349263564071682e-07,True
2,5.0,8,default,transmission,5,5,s,8.710914108620336e-10,1.4573811126668623e-05,5.403630172454011e-05,True
2,5.0,8,default,transmission,5,5,p,6.887886006896189e-11,4.025318570162833e-06,1.5214307800340702e-05,True
2,5.0,8,default,transmission,6,-4,s,1.4438002483716293e-13,-8.24224440569095e-07,1.2063185811999003e-07,True
2,5.0,8,default,transmission,6,-4,p,6.050844419150875e-15,1.399918447991917e-07,-9.738048623244914e-08,True
2,5.0,8,default,transmission,6,-3,s,5.513639051605216e-13,-1.1559862668858787e-06,-1.5700930056998875e-07,True
2,5.0,8,default,transmission,6,-3,p,3.8773075653503144e-14,2.920808916610848e-07,1.0195130347767486e-07,True
2,5.0,8,default,transmission,6,-2,s,2.887646456259624e-14,2.3957941637145945e-07,1.1380969114267204e-08,True
2,5.0,8,default,transmission,6,-2,p,1.7487190509729058e-15,-5.898735669716959e-08,2.0731006846698485e-09,True
2,5.0,8,default,transmission,6,-1,s,2.832313714769174e-12,-2.2584126098135067e-06,1.6941572247538108e-07,True
2,5.0,8,default,transmission,6,-1,p,2.8215949910255178e-14,2.1934908908105255e-07,-5.461831460210156e-08,True
2,5.0,8,default,transmission,6,0,s,6.322546603899493e-12,3.2574095255872777e-06,7.215854450155649e-07,True
2,5.0,8,default,transmission,6,0,p,2.5627330322639267e-29,3.72314062922381e-15,-5.590832228115873e-15,True
2,5.0,8,default,transmission,6,1,s,2.8323137266132383e-12,-2.25841261244691e-06,1.6941575067281688e-07,True
2,5.0,8,default,transmission,6,1,p,2.8215948775177446e-14,-2.1934908348946516e-07,5.461831824071535e-08,True
2,5.0,8,default,transmission,6,2,s,2.887646427736756e-14,2.395794143079429e-07,1.1380987588879017e-08,True
2,5.0,8,default,transmission,6,2,p,1.7487194836831084e-15,5.898736415933973e-08,-2.0730962709341383e-09,True
2,5.0,8,default,transmission,6,3,s,5.51363900820771e-13,-1.155986260896978e-06,-1.5700931055083957e-07,True
2,5.0,8,default,transmission,6,3,p,3.877307828192569e-14,-2.920809050226196e-07,-1.0195129701652472e-07,True
2,5.0,8,default,transmission,6,4,s,1.4437999723512796e-13,-8.24224358042367e-07,1.2063187214720218e-07,True
2,5.0,8,default,transmission,6,4,p,6.050843404227692e-15,-1.399918066954983e-07,9.738051596446478e-08,True
2,5.0,8,default,transmission,7,-2,s,1.2360098603713052e-12,4.389941849323082e-07,2.7169100552490437e-06,True
2,5.0,8,default,transmission,7,-2,p,2.810427293100722e-15,-9.841473115428589e-08,-8.681559563524728e-08,True
2,5.0,8,default,transmission,7,-1,s,1.5583440449678664e-08,-0.0001713301777111254,-0.00016334550185211376,True
2,5.0,8,default,transmission,7,-1,p,2.7437922363022358e-11,7.354029443013127e-06,6.676902317974594e-06,True
2,5.0,8,default,transmission,7,0,s,5.775339161586536e-08,0.00014733920867001393,0.000407559710376427,True
2,5.0,8,default,transmission,7,0,p,7.068125201804671e-29,1.0331119568108716e-14,1.1096083546992548e-14,True
2,5.0,8,default,transmission,7,1,s,1.5583440445138597e-08,-0.0001713301776707913,-0.00016334550184444744,True
2,5.0,8,default,transmission,7,1,p,2.743792187061341e-11,-7.354029406982101e-06,-6.676902225065909e-06,True
2,5.0,8,default,transmission,7,2,s,1.2360098058394591e-12,4.3899421530208004e-07,2.71690998884317e-06,True
2,5.0,8,default,transmission,7,2,p,2.8104253332745066e-15,9.841473368599972e-08,8.681552359627954e-08,True
2,4.0,8,default,reflection,-7,-2,s,5.832110343781631e-13,-1.7612400221299364e-06,-2.397014046959258e-07,True
2,4.0,8,default,reflection,-7,-2,p,4.949895787832993e-15,1.4114799219171935e-07,8.301966145371177e-08,True
2,4.0,8,default,reflection,-7,-1,s,4.660858106414285e-09,9.500292599035581e-05,8.136132373275687e-05,True
2,4.0,8,default,reflection,-7,-1,p,8.156547500729772e-12,-3.7937573102174706e-06,-3.603705858400072e-06,True
2,4.0,8,default,reflection,-7,0,s,4.054575282606173e-09,-0.00010115472132992983,-4.652277894905871e-05,True
2,4.0,8,default,reflection,-7,0,p,8.243970780567242e-28,-4.881615015153575e-14,-1.1727461972252564e-14,True
2,4.0,8,default,reflection,-7,1,s,4.660858103279917e-09,9.500292595981917e-05,8.136132370375618e-05,True
2,4.0,8,default,reflection,-7,1,p,8.156547940218279e-12,3.793757400039019e-06,3.6037059685255856e-06,True
2,4.0,8,default,reflection,-7,2,s,5.832110066110197e-13,-1.7612399937364444e-06,-2.397012995501822e-07,True
2,4.0,8,default,reflection,-7,2,p,4.9498914631116754e-15,-1.4114793119400332e-07,-8.301962405977801e-08,True
2,4.0,8,default,reflection,-6,-4,s,3.554651596753979e-14,-3.88868256964581e-07,6.492719386628343e-08,True
2,4.0,8,default,reflection,-6,-4,p,2.7485795376873492e-15,5.739348424428624e-08,-9.340603368126093e-08,True
2,4.0,8,default,reflection,-6,-3,s,2.667502602616928e-14,-8.986549045757357e-08,-2.3413601908145835e-07,True
2,4.0,8,default,reflection,-6,-3,p,7.034434060879116e-15,6.433909187319969e-08,1.1156415822406755e-07,True
2,4.0,8,default,reflection,-6,-2,s,3.0677265246913484e-15,-3.695263286463063e-08,6.728627355088068e-08,True
2,4.0,8,default,reflection,-6,-2,p,2.60670317093105e-16,-2.1541658265551296e-08,6.057292336768242e-09,True
2,4.0,8,default,reflection,-6,-1,s,2.346595364674565e-13,5.731391821223518e-07,2.875843311760979e-07,True
2,4.0,8,default,reflection,-6,-1,p,2.7875571605404174e-15,-4.089013983924247e-08,-5.6680025755590294e-08,True
2,4.0,8,default,reflection,-6,0,s,7.219616513078067e-13,-1.0227195730881538e-06,-4.302999273642552e-07,True
2,4.0,8,default,reflection,-6,0,p,7.761776968202364e-28,-2.7454006425606343e-14,-2.387136177192703e-14,True
2,4.0,8,default,reflection,-6,1,s,2.3465953739656634e-13,5.731391936504304e-07,2.875843110319007e-07,True
2,4.0,8,default,reflection,-6,1,p,2.78755899272166e-15,4.089011700145112e-08,5.668007055271761e-08,True
2,4.0,8,default,reflection,-6,2,s,3.0677311589140182e-15,-3.69527048782117e-08,6.728630015293956e-08,True
2,4.0,8,default,reflection,-6,2,p,2.606714356375659e-16,2.1541713722225627e-08,-6.057272476703479e-09,True
2,4.0,8,default,reflection,-6,3,s,2.6675025901377483e-14,-8.986546967465544e-08,-2.3413602642995288e-07,True
2,4.0,8,default,reflection,-6,3,p,7.034433461863378e-15,-6.433902051016339e-08,-1.1156419304921028e-07,True
2,4.0,8,default,reflection,-6,4,s,3.5546518533372864e-14,-3.888682709309677e-07,6.492719661887035e-08,True
2,4.0,8,default,reflection,-6,4,p,2.748579182712501e-15,-5.73934656714698e-08,9.340603678448821e-08,True
2,4.0,8,default,reflection,-5,-5,s,1.3557792090697381e-10,-1.313752286497489e-05,-1.6807835918382928e-05,True
2,4.0,8,default,reflection,-5,-5,p,1.0294150641277641e-11,3.511836045497999e-06,4.7139839690195545e-06,True
2,4.0,8,default,reflection,-5,-4,s,2.1975165436573896e-14,-2.0070139279359857e-07,5.854374035322314e-08,True
2,4.0,8,default,reflection,-5,-4,p,5.679153182420416e-15,6.955254362250083e-08,8.036312231875598e-08,True
2,4.0,8,default,reflection,-5,-3,s,7.138446682875964e-12,3.215171155359183e-06,1.1124004865400822e-06,True
2,4.0,8,default,reflection,-5,-3,p,9.16481458093946e-13,-1.1568374370956142e-06,-3.8441147812917814e-07,True
2,4.0,8,default,reflection,-5,-2,s,1.0389423296731446e-13,3.8565939726749084e-07,5.07435164771404e-08,True
2,4.0,8,default,reflection,-5,-2,p,3.448295029085176e-15,-7.083932675382863e-08,-1.941899218211932e-09,True
2,4.0,8,default,reflection,-5,-1,s,2.5960276014946027e-09,3.965350367786824e-05,-4.479442460534958e-05,True
2,4.0,8,default,reflection,-5,-1,p,5.5046766999514743e-11,-5.775772132326248e-06,6.521437087132431e-06,True
2,4.0,8,default,reflection,-5,0,s,7.246933464500441e-09,-5.40096103458036e-05,8.309681646382579e-05,True
2,4.0,8,default,reflection,-5,0,p,3.458202015949665e-29,5.578335737567762e-15,3.968986327107036e-15,True
2,4.0,8,default,reflection,-5,1,s,2.596027605327315e-09,3.965350370786208e-05,-4.4794424637777074e-05,True
2,4.0,8,default,reflection,-5,1,p,5.504676720921305e-11,5.775772166494231e-06,-6.521437079036189e-06,True
2,4.0,8,default,reflection,-5,2,s,1.0389424431160882e-13,3.8565942132333624e-07,5.0743496442295326e-08,True
2,4.0,8,default,reflection,-5,2,p,3.4482931403197944e-15,7.08393054281572e-08,1.941968905805801e-09,True
2,4.0,8,default,reflection,-5,3,s,7.138446757576242e-12,3.21517116916524e-06,1.112400501079095e-06,True
2,4.0,8,default,reflection,-5,3,p,9.16481421145262e-13,1.1568374029578935e-06,3.8441150293656574e-07,True
2,4.0,8,default,reflection,-5,4,s,2.1975159087900116e-14,-2.007013734624133e-07,5.8543698778589986e-08,True
2,4.0,8,default,reflection,-5,4,p,5.679152307303946e-15,-6.95525771533483e-08,-8.036308246892644e-08,True
2,4.0,8,default,reflection,-5,5,s,1.355779204697275e-10,-1.3137522856036458e-05,-1.6807835881707817e-05,True
2,4.0,8,default,reflection,-5,5,p,1.0294150780942154e-11,-3.5118360938357546e-06,-4.713983982734797e-06,True
2,4.0,8,default,reflection,-4,-6,s,2.523037643345451e-14,-3.320053833787337e-07,9.856905066658295e-09,True
2,4.0,8,default,reflection,-4,-6,p,6.430875914992396e-15,1.0771906856031244e-07,-1.2851793362312046e-07,True
2,4.0,8,default,reflection,-4,-5,s,2.156826220419107e-14,-1.99166584115074e-07,5.684859963478621e-08,True
2,4.0,8,default,reflection,-4,-5,p,6.158226057064199e-15,1.1039228161629699e-07,-7.88693967735006e-09,True
2,4.0,8,default,reflection,-4,-4,s,1.4522270179770507e-14,1.306888102889208e-07,-7.358423949750782e-08,True
2,4.0,8,default,reflection,-4,-4,p,7.872117623641069e-15,-5.951230489921196e-08,9.301487486909242e-08,True
2,4.0,8,default,reflection,-4,-3,s,1.1481693135732758e-14,8.283085384204966e-08,9.327777263995969e-08,True
2,4.0,8,default,reflection,-4,-3,p,7.289307785067095e-15,-7.434978531607569e-08,-6.596711531300739e-08,True
2,4.0,8,default,reflection,-4,-2,s,4.483337757239647e-15,1.8241636167156458e-08,7.274078350603299e-08,True
2,4.0,8,default,reflection,-4,-2,p,3.7490781967777715e-15,1.5914999401420022e-09,-6.855930067937194e-08,True
2,4.0,8,default,reflection,-4,-1,s,6.937396078589432e-13,-9.129772048628504e-07,3.9129019091152255e-08,True
2,4.0,8,default,reflection,-4,-1,p,3.125893784568159e-14,1.8961840763950526e-07,4.088309299436406e-08,True
2,4.0,8,default,reflection,-4,0,s,1.8715160248737485e-12,1.4695312253082687e-06,-2.5311209628628697e-07,True
